Monitoring type,Site name,Latitude,Longitude,Reource label,Start date,End date,Near real-time period,Period type,Update frequency,Resource Url,Website Url
Air quality,South Gladstone,-23.8626,151.2705,2014 data,1/01/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/22baf4c2-421e-462b-b784-1764d4ca4197,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/gladstone/#south_gladstone
Air quality,South Gladstone,-23.8626,151.2705,2015 data,1/01/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/b3b66de6-3c42-41da-8c45-ff5bcab2e32b,
Air quality,South Gladstone,-23.8626,151.2705,2016 data,1/01/2016,31/12/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/34fac379-b615-4208-b7a0-a891c326a5a7,
Air quality,South Gladstone,-23.8626,151.2705,2017 data,1/01/2017,31/12/2017,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2017/resource/8f459d1c-0805-4851-be43-683b9a3eaf28,
Air quality,South Gladstone,-23.8626,151.2705,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/gladstone/#south_gladstone
Air quality,Springwood,-27.6125,153.1359,2010 data,1/01/2010,31/12/2010,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2010/resource/fee16121-c40f-4eab-a584-ec0208516ed1,
Air quality,Springwood,-27.6125,153.1359,2011 data,1/01/2011,31/12/2011,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2011/resource/8f918729-7ee7-4756-9581-b485e89597c7,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#springwood
Air quality,Springwood,-27.6125,153.1359,2012 data,1/01/2012,31/12/2012,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2012/resource/b623d809-7298-4724-8e1d-440513acbc26,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#springwood
Air quality,Springwood,-27.6125,153.1359,2013 data,1/01/2013,31/12/2013,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2013/resource/85dba628-4156-42c8-8dde-c50a46f0160e,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#springwood
Air quality,Springwood,-27.6125,153.1359,2014 data,1/01/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/e5dea09e-b10a-4752-a840-dbfd92edea72,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#springwood
Air quality,Springwood,-27.6125,153.1359,2015 data,1/01/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/f089ff11-ec15-41ab-95e5-fa58bc097b38,
Air quality,Springwood,-27.6125,153.1359,2016 data,1/01/2016,31/12/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/e0c4b4c1-5f6a-4757-b1f7-5056d1a4135f,
Air quality,Springwood,-27.6125,153.1359,2017 data,1/01/2017,31/12/2017,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2017/resource/59becafc-ccfb-4975-94e6-046a7d2af05f,
Air quality,Springwood,-27.6125,153.1359,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#springwood
Air quality,Stuart,-19.3212,146.8422,2010 data,1/01/2010,31/12/2010,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2010/resource/bb6b5b45-3c35-4987-9479-31dc958f3d1b,
Air quality,Stuart,-19.3212,146.8422,2011 data,1/01/2011,31/12/2011,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2011/resource/dadb7d80-eaae-46c9-9a3c-9a0e78a6c9ff,
Air quality,Stuart,-19.3212,146.8422,2012 data,1/01/2012,31/12/2012,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2012/resource/1dfadaa5-ff69-411e-ad17-0d13198fcaba,
Air quality,Stuart,-19.3212,146.8422,2013 data,1/01/2013,31/12/2013,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2013/resource/3d55acf0-d245-408c-bc54-f54bc3e4e51a,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/townsville/
Air quality,Stuart,-19.3212,146.8422,2014 data,1/01/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/44e51420-778d-4c44-8311-1d0290cea2d6,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/townsville/
Air quality,Stuart,-19.3212,146.8422,2015 data,1/01/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/c4ac4cc0-93f1-4cba-8821-5b66614c49da,
Air quality,Stuart,-19.3212,146.8422,2016 data,1/01/2016,31/12/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/2da64394-b5c3-4733-8265-a36c3c84de44,
Air quality,Stuart,-19.3212,146.8422,2017 data,1/01/2017,31/12/2017,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2017/resource/08e39f3d-f6bb-4ff0-91b5-3a071e9c272c,
Air quality,Stuart,-19.3212,146.8422,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/townsville/#stuart
Air quality,Tara Region,-27.2482,150.1674,2016 data,15/06/2016,31/12/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/390d6619-d35e-41e6-aa1a-160fe96c6aef,
Air quality,Tara Region,-27.2482,150.1674,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,
Air quality,Targinie,-23.7744,151.1055,2010 data,1/01/2010,31/12/2010,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2010/resource/17c46ab9-8f01-409c-9ed6-810b2fa67459,
Air quality,Targinie,-23.7744,151.1055,2011 data,1/01/2011,31/12/2011,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2011/resource/b2fd3cea-6fd7-466c-b25f-7e8b19758b39,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/gladstone/#targinie
Air quality,Targinie,-23.7744,151.1055,2012 data,1/01/2012,31/12/2012,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2012/resource/60e4c945-5922-435a-8ea6-13136d6a1f80,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/gladstone/#targinie
Air quality,Targinie,-23.7744,151.1055,2013 data,1/01/2013,31/12/2013,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2013/resource/8e0726e1-bef5-4ad6-8fee-bd7bac83feff,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/gladstone/#targinie
Air quality,Targinie,-23.7744,151.1055,2014 data,1/01/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/b9029f03-b6e6-4b0f-a5db-0f3062c30133,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/gladstone/#targinie
Air quality,Targinie,-23.7744,151.1055,2015 data,1/01/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/ebc6256a-b360-4382-8858-2727103e87ea,
Air quality,Targinie,-23.7744,151.1055,2016 data,1/01/2016,31/12/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/44118488-0658-4270-9ee9-030553f96ec9,
Air quality,Targinie,-23.7744,151.1055,2017 data,1/01/2017,31/12/2017,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2017/resource/195e0205-ba9e-478f-9d50-2b275201102c,
Air quality,Targinie,-23.7744,151.1055,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/gladstone/#targinie
Air quality,The Gap,-20.7264,139.4977,2010 data,1/01/2010,31/12/2010,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2010/resource/9ccd74ee-c62b-4e78-8a16-647033cd52c0,
Air quality,The Gap,-20.7264,139.4977,2011 data,1/01/2011,31/12/2011,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2011/resource/500de5b1-7400-40cd-b16c-84d57eb44031,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/#gap
Air quality,The Gap,-20.7264,139.4977,2012 data,1/01/2012,31/12/2012,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2012/resource/edaec245-392a-4323-b89b-dcf4c2e34b83,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/#gap
Air quality,The Gap,-20.7264,139.4977,2013 data,1/01/2013,31/12/2013,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2013/resource/e8026323-1c09-4c3a-8ed1-0cbb62cf32ef,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/#gap
Air quality,The Gap,-20.7264,139.4977,2014 data,1/01/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/fea959be-a26e-40a3-8b74-77ce51d3498e,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/#gap
Air quality,The Gap,-20.7264,139.4977,2015 data,1/01/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/1d846812-ccfe-434d-b4ca-77547bd1ae1d,
Air quality,The Gap,-20.7264,139.4977,2016 data,1/01/2016,31/12/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/a28c3bd4-3fbc-4f4e-9094-481bc112521a,
Air quality,The Gap,-20.7264,139.4977,2017 data,1/01/2017,31/12/2017,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2017/resource/596b035b-c8d7-4ed9-980d-fe5b07884783,
Air quality,The Gap,-20.7264,139.4977,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/#gap
Air quality,Townsville Coast Guard,-19.2542,146.8257,2010 data,1/01/2010,31/12/2010,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2010/resource/a6ea0ea7-d13f-4077-8332-e8baba107a42,
Air quality,Townsville Coast Guard,-19.2542,146.8257,2011 data,1/01/2011,31/12/2011,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2011/resource/ab71e05c-da05-4098-9f0c-1cf4ce008cb0,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/townsville/#coast
Air quality,Townsville Coast Guard,-19.2542,146.8257,2012 data,1/01/2012,31/12/2012,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2012/resource/ace2f595-5af1-4a99-9c97-ae4367cbe4f1,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/townsville/#coast
Air quality,Townsville Coast Guard,-19.2542,146.8257,2013 data,1/01/2013,31/12/2013,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2013/resource/e84d7ee0-0573-4b43-b5bf-82aee0b6dd40,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/townsville/#coast
Air quality,Townsville Coast Guard,-19.2542,146.8257,2014 data,1/01/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/197fe870-0986-491d-81e6-e65705ebcbb3,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/townsville/#coast
Air quality,Townsville Coast Guard,-19.2542,146.8257,2015 data,1/01/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/1f6d38bf-78d8-4b95-9aa8-626c4630e083,
Air quality,Townsville Coast Guard,-19.2542,146.8257,2016 data,1/01/2016,31/12/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/f50fe953-dbb5-4afb-83ee-ee123d148711,
Air quality,Townsville Coast Guard,-19.2542,146.8257,2017 data,1/01/2017,31/12/2017,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2017/resource/aa73f1e7-31f3-466a-8512-ed88b698b881,
Air quality,Townsville Coast Guard,-19.2542,146.8257,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/townsville/#coast
Air quality,Townsville Port,-19.2502,146.8304,2010 data,1/01/2010,31/12/2010,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2010/resource/a238a118-19f1-417a-827d-b51f42649a09,
Air quality,Townsville Port,-19.2502,146.8304,2011 data,1/01/2011,31/08/2011,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2011/resource/769161f9-2300-42c0-8836-2b9a24a2f76d,
Air quality,West Mackay,-21.1595,149.1549,2010 data,1/01/2010,31/12/2010,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2010/resource/2d3c2078-ac98-4c3e-9f2f-3c374dc2d382,
Air quality,West Mackay,-21.1595,149.1549,2011 data,1/01/2011,31/12/2011,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2011/resource/4886193a-743d-4e5c-b1f5-bbe4cb4af10b,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mackay/
Air quality,West Mackay,-21.1595,149.1549,2012 data,1/01/2012,31/12/2012,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2012/resource/3cf8d2e6-e987-415c-9bfa-7fbfedb0428f,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mackay/
Air quality,West Mackay,-21.1595,149.1549,2013 data,1/01/2013,31/12/2013,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2013/resource/cb3aa794-0c68-4ad0-bd59-5cfde37eab32,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mackay/
Air quality,West Mackay,-21.1595,149.1549,2014 data,1/01/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/039944d5-b84a-4d63-836d-2d8e1cf0905b,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mackay/
Air quality,West Mackay,-21.1595,149.1549,2015 data,1/01/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/a12d98d2-c8ef-4845-a7a1-147b174d7c47,
Air quality,West Mackay,-21.1595,149.1549,2016 data,1/01/2016,31/12/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/a4818f00-0311-4960-839f-42f967a71322,
Air quality,West Mackay,-21.1595,149.1549,2017 data,1/01/2017,31/12/2017,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2017/resource/9dae1800-f383-4188-b9e8-7f64532f1ab6,
Air quality,West Mackay,-21.1595,149.1549,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mackay/
Air quality,Woolloongabba,-27.4975,153.035,2010 data,1/01/2010,31/12/2010,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2010/resource/40364c6b-bc0d-4d3b-a6bd-882fc1a39dab,
Air quality,Woolloongabba,-27.4975,153.035,2011 data,1/01/2011,31/12/2011,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2011/resource/6d04290e-19db-4950-9f2b-cc1d5aacce7e,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#gabba
Air quality,Woolloongabba,-27.4975,153.035,2012 data,1/01/2012,31/12/2012,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2012/resource/a941cd7f-221f-44c4-a60f-0bc15108e6fc,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#gabba
Air quality,Woolloongabba,-27.4975,153.035,2013 data,1/01/2013,31/12/2013,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2013/resource/d60f05db-cb13-431e-8519-13f4b49719f1,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#gabba
Air quality,Woolloongabba,-27.4975,153.035,2014 data,1/01/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/1aa575be-39a5-4a9b-91c1-389ed60fb3bb,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#gabba
Air quality,Woolloongabba,-27.4975,153.035,2015 data,1/01/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/4cb1edcd-4186-474a-b7d0-3c6b7577dfe8,
Air quality,Woolloongabba,-27.4975,153.035,2016 data,1/01/2016,31/12/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/cf2f500c-5c51-4504-920a-83c38e8ddc7c,
Air quality,Woolloongabba,-27.4975,153.035,2017 data,1/01/2017,31/12/2017,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2017/resource/e646bf2f-f03b-4819-b579-2a73ff408792,
Air quality,Woolloongabba,-27.4975,153.035,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#gabba
Air quality,Wynnum North,-27.4296,153.1581,2010 data,1/01/2010,31/12/2010,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2010/resource/7cf7476d-541c-4393-bb10-5ee65e5c6c1a,
Air quality,Wynnum North,-27.4296,153.1581,2011 data,1/01/2011,31/12/2011,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2011/resource/271d0d77-f830-48c8-9fa4-9be7f2cd735c,
Air quality,Wynnum North,-27.4296,153.1581,2012 data,1/01/2012,31/12/2012,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2012/resource/609a4ad1-b020-46fb-b5f4-0198bc61006f,
Air quality,Wynnum North,-27.4296,153.1581,2013 data,1/01/2013,31/12/2013,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2013/resource/9a4093af-5fd9-42c4-bedc-8edcaca10829,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#wynnum
Air quality,Wynnum North,-27.4296,153.1581,2014 data,1/01/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/28e02b2c-09be-4dff-ac2e-dd6ec1f9d532,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#wynnum
Air quality,Wynnum North,-27.4296,153.1581,2015 data,1/01/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/a32aedc3-0936-4f40-af14-5ba9db28a8dd,
Air quality,Wynnum North,-27.4296,153.1581,2016 data,1/01/2016,31/12/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/2dc1cbd8-0f7c-4094-9f05-c8603c8fc0fd,
Air quality,Wynnum North,-27.4296,153.1581,2017 data,1/01/2017,31/12/2017,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2017/resource/d5faf692-7b42-4884-bb14-15fc757b219a,
Air quality,Wynnum North,-27.4296,153.1581,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/seq/#wynnum
Air quality,Wynnum West,-27.4379,153.1495,2014 data,1/03/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/2202674d-136f-4022-9c9d-1d99c8fa56d9,
Air quality,Wynnum West,-27.4379,153.1495,2015 data,1/01/2015,31/12/2015,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/b890ac1b-ee49-4f1e-bdf2-627f0fc6054d,
Air quality,Wynnum West,-27.4379,153.1495,2016 data,1/01/2016,31/12/2016,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/439be896-b66c-4481-b7ec-1fd5532a6aa1,
Air quality,Wynnum West,-27.4379,153.1495,2017 data,1/01/2017,31/12/2017,,,Historic,https://data.qld.gov.au/dataset/air-quality-monitoring-2017/resource/50d94621-f269-4216-b6a5-df98202004de,
Air quality,Wynnum West,-27.4379,153.1495,Latest measurement,,,1,Value,Hourly,https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,
Storm tide,Boigu Island,-9.24368,142.25396,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/boigu/
Storm tide,Bowen,-20.0245,148.2506,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/bowen/
Storm tide,Burketown,-17.73335,139.5929,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/burketown/
Storm tide,Burnett Heads,-24.7611,152.4005,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/burnett-heads/
Storm tide,Cairns,-16.9276,145.7788,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/cairns/
Storm tide,Cape Ferguson,-19.279,147.0575,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/cape-ferguson/
Storm tide,Cardwell,-18.2636,146.0261,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/cardwell/
Storm tide,Clump Point,-17.8515,146.1053,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/clump-point/
Storm tide,Cooktown,-15.4608,145.2486,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/cooktown/
Storm tide,Dalrymple Bay,-21.2519,149.3032,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/dalrymple-bay/
Storm tide,Dauan Island,-9.41119,142.53833,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/dauan/
Storm tide,Iama Island,-9.89919,142.766,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/iama/
Storm tide,Karumba,-17.4883,140.8346,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/karumba/
Storm tide,Laguna Marina,-20.6055,148.6776,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/laguna-quays/
Storm tide,Lucinda,-18.5216,146.3853,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/lucinda/
Storm tide,Mackay,-21.1066,149.2258,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/mackay/
Storm tide,Moa Island (Kubin),-10.23609,142.21449,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/kubin/
Storm tide,Moa Island (St Pauls),-10.19568,142.33412,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/stpauls/
Storm tide,Mooloolaba,-26.6856,153.1326,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/mooloolaba/
Storm tide,Mornington Island,-16.6678,139.1708,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/mornington-island/
Storm tide,Mossman,-16.4358,145.4031,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/mossman/
Storm tide,Mourilyan,-17.6011,146.1238,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/mourilyan/
